frame,timestamp,fps,decision,mean_risk,max_risk,collision_risk,has_close_high_risk
166,2026-03-20 12:48:39,3.91,0,0.037,2.3774,0.0243,1
167,2026-03-20 12:48:40,3.85,0,0.0414,2.3685,0.0272,1
168,2026-03-20 12:48:40,3.93,0,0.0414,2.1949,0.0275,1
169,2026-03-20 12:48:40,3.7,0,0.0415,2.2425,0.0278,1
170,2026-03-20 12:48:40,3.94,0,0.0325,2.0195,0.0222,1
171,2026-03-20 12:48:41,3.76,0,0.0322,2.0324,0.022,1
172,2026-03-20 12:48:41,3.78,0,0.0414,2.1645,0.0278,1
173,2026-03-20 12:48:41,3.78,0,0.0435,2.9296,0.0288,1
174,2026-03-20 12:48:42,3.78,0,0.0444,2.8674,0.0294,1
175,2026-03-20 12:48:42,3.61,0,0.0388,2.9091,0.0254,1
176,2026-03-20 12:48:42,3.83,0,0.0397,2.9633,0.026,1
177,2026-03-20 12:48:42,3.88,0,0.038,2.9703,0.0248,1
178,2026-03-20 12:48:43,3.94,0,0.0331,2.9101,0.0213,1
179,2026-03-20 12:48:43,4.05,0,0.0397,2.917,0.0255,1
180,2026-03-20 12:48:43,3.71,0,0.0417,2.7102,0.0273,1
181,2026-03-20 12:48:43,3.7,0,0.0412,2.894,0.0268,1
182,2026-03-20 12:48:44,3.91,0,0.0472,2.9178,0.0307,1
183,2026-03-20 12:48:44,3.89,0,0.0482,2.6629,0.0319,1
184,2026-03-20 12:48:44,3.91,0,0.0539,2.7304,0.0353,1
185,2026-03-20 12:48:44,3.97,0,0.0525,2.7814,0.0348,1
186,2026-03-20 12:48:45,3.93,0,0.0478,2.6552,0.0316,1
187,2026-03-20 12:48:45,3.87,0,0.0365,2.7271,0.0235,1
188,2026-03-20 12:48:45,3.72,0,0.0373,3.0259,0.0239,1
189,2026-03-20 12:48:45,3.94,0,0.0375,3.0179,0.0233,1
190,2026-03-20 12:48:46,3.91,0,0.042,2.883,0.0272,1
191,2026-03-20 12:48:46,4.14,0,0.0414,2.8887,0.0271,1
192,2026-03-20 12:48:46,4.0,0,0.0453,2.6427,0.0294,1
193,2026-03-20 12:48:46,4.0,0,0.0416,2.5784,0.027,1
194,2026-03-20 12:48:47,3.9,0,0.0491,2.4771,0.0323,1
195,2026-03-20 12:48:47,4.0,0,0.0478,2.427,0.0317,1
196,2026-03-20 12:48:47,3.84,0,0.0486,2.6,0.0321,1
197,2026-03-20 12:48:47,3.97,0,0.0396,2.7255,0.0252,1
198,2026-03-20 12:48:48,3.89,0,0.0453,2.7051,0.0288,1
199,2026-03-20 12:48:48,4.11,0,0.0487,2.4598,0.0315,1
200,2026-03-20 12:48:48,4.21,0,0.0495,3.0543,0.0322,1
201,2026-03-20 12:48:48,4.08,0,0.054,3.0922,0.0348,1
202,2026-03-20 12:48:49,4.25,0,0.0532,2.4147,0.0351,1
203,2026-03-20 12:48:49,4.17,0,0.046,2.3808,0.0311,1
204,2026-03-20 12:48:49,4.34,0,0.0391,2.6005,0.0262,1
205,2026-03-20 12:48:49,4.0,0,0.0256,2.8236,0.0162,1
206,2026-03-20 12:48:50,4.09,0,0.0241,2.8725,0.0154,1
207,2026-03-20 12:48:50,4.24,0,0.0236,3.0259,0.015,1
208,2026-03-20 12:48:50,4.0,0,0.0238,2.9322,0.0151,1
209,2026-03-20 12:48:50,4.06,0,0.0229,3.0235,0.0145,1
